0.0000,3.0000,1.0000,22.0000,1.0000,0.0000,7.2500,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,1.0000,0.0000,38.0000,1.0000,0.0000,71.2833,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,3.0000,0.0000,26.0000,0.0000,0.0000,7.9250,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,1.0000,0.0000,35.0000,1.0000,0.0000,53.1000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,35.0000,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,8.4583,2.0000,0.0000,0.0000,0.0000,1.0000
0.0000,1.0000,1.0000,54.0000,0.0000,0.0000,51.8625,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,2.0000,3.0000,1.0000,21.0750,1.0000,1.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,27.0000,0.0000,2.0000,11.1333,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,2.0000,0.0000,14.0000,1.0000,0.0000,30.0708,0.0000,1.0000,1.0000,0.0000,0.0000
1.0000,3.0000,0.0000,4.0000,1.0000,1.0000,16.7000,1.0000,1.0000,0.0000,1.0000,0.0000
1.0000,1.0000,0.0000,58.0000,0.0000,0.0000,26.5500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,20.0000,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,39.0000,1.0000,5.0000,31.2750,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,14.0000,0.0000,0.0000,7.8542,1.0000,1.0000,0.0000,1.0000,0.0000
1.0000,2.0000,0.0000,55.0000,0.0000,0.0000,16.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,2.0000,4.0000,1.0000,29.1250,2.0000,1.0000,0.0000,0.0000,1.0000
1.0000,2.0000,1.0000,nan,0.0000,0.0000,13.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,31.0000,1.0000,0.0000,18.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,nan,0.0000,0.0000,7.2250,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,2.0000,1.0000,35.0000,0.0000,0.0000,26.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,2.0000,1.0000,34.0000,0.0000,0.0000,13.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,15.0000,0.0000,0.0000,8.0292,2.0000,1.0000,0.0000,0.0000,1.0000
1.0000,1.0000,1.0000,28.0000,0.0000,0.0000,35.5000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,8.0000,3.0000,1.0000,21.0750,1.0000,1.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,38.0000,1.0000,5.0000,31.3875,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,7.2250,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,1.0000,19.0000,3.0000,2.0000,263.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,nan,0.0000,0.0000,7.8792,2.0000,0.0000,0.0000,0.0000,1.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,7.8958,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,1.0000,1.0000,40.0000,0.0000,0.0000,27.7208,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,1.0000,0.0000,nan,1.0000,0.0000,146.5208,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,3.0000,0.0000,nan,0.0000,0.0000,7.7500,2.0000,0.0000,0.0000,0.0000,1.0000
0.0000,2.0000,1.0000,66.0000,0.0000,0.0000,10.5000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,1.0000,1.0000,28.0000,1.0000,0.0000,82.1708,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,1.0000,42.0000,1.0000,0.0000,52.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,1.0000,nan,0.0000,0.0000,7.2292,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,3.0000,1.0000,21.0000,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,18.0000,2.0000,0.0000,18.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,14.0000,1.0000,0.0000,11.2417,0.0000,1.0000,1.0000,0.0000,0.0000
0.0000,3.0000,0.0000,40.0000,1.0000,0.0000,9.4750,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,2.0000,0.0000,27.0000,1.0000,0.0000,21.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,7.8958,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,2.0000,0.0000,3.0000,1.0000,2.0000,41.5792,0.0000,1.0000,1.0000,0.0000,0.0000
1.0000,3.0000,0.0000,19.0000,0.0000,0.0000,7.8792,2.0000,0.0000,0.0000,0.0000,1.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,1.0000,0.0000,15.5000,2.0000,0.0000,0.0000,0.0000,1.0000
1.0000,3.0000,0.0000,nan,0.0000,0.0000,7.7500,2.0000,0.0000,0.0000,0.0000,1.0000
0.0000,3.0000,1.0000,nan,2.0000,0.0000,21.6792,0.0000,0.0000,1.0000,0.0000,0.0000
0.0000,3.0000,0.0000,18.0000,1.0000,0.0000,17.8000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,7.0000,4.0000,1.0000,39.6875,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,21.0000,0.0000,0.0000,7.8000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,1.0000,0.0000,49.0000,1.0000,0.0000,76.7292,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,2.0000,0.0000,29.0000,1.0000,0.0000,26.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,1.0000,1.0000,65.0000,0.0000,1.0000,61.9792,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,1.0000,1.0000,nan,0.0000,0.0000,35.5000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,2.0000,0.0000,21.0000,0.0000,0.0000,10.5000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,28.5000,0.0000,0.0000,7.2292,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,2.0000,0.0000,5.0000,1.0000,2.0000,27.7500,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,11.0000,5.0000,2.0000,46.9000,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,22.0000,0.0000,0.0000,7.2292,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,1.0000,0.0000,38.0000,0.0000,0.0000,80.0000,nan,0.0000,0.0000,0.0000,0.0000
0.0000,1.0000,1.0000,45.0000,1.0000,0.0000,83.4750,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,4.0000,3.0000,2.0000,27.9000,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,1.0000,1.0000,nan,0.0000,0.0000,27.7208,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,3.0000,1.0000,nan,1.0000,1.0000,15.2458,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,2.0000,0.0000,29.0000,0.0000,0.0000,10.5000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,19.0000,0.0000,0.0000,8.1583,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,17.0000,4.0000,2.0000,7.9250,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,26.0000,2.0000,0.0000,8.6625,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,2.0000,1.0000,32.0000,0.0000,0.0000,10.5000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,16.0000,5.0000,2.0000,46.9000,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,2.0000,1.0000,21.0000,0.0000,0.0000,73.5000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,26.0000,1.0000,0.0000,14.4542,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,3.0000,1.0000,32.0000,0.0000,0.0000,56.4958,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,25.0000,0.0000,0.0000,7.6500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,7.8958,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,2.0000,1.0000,0.8300,0.0000,2.0000,29.0000,1.0000,1.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,30.0000,0.0000,0.0000,12.4750,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,22.0000,0.0000,0.0000,9.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,1.0000,29.0000,0.0000,0.0000,9.5000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,nan,0.0000,0.0000,7.7875,2.0000,0.0000,0.0000,0.0000,1.0000
0.0000,1.0000,1.0000,28.0000,0.0000,0.0000,47.1000,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,2.0000,0.0000,17.0000,0.0000,0.0000,10.5000,1.0000,1.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,33.0000,3.0000,0.0000,15.8500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,16.0000,1.0000,3.0000,34.3750,1.0000,1.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,1.0000,0.0000,23.0000,3.0000,2.0000,263.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,24.0000,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,29.0000,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,20.0000,0.0000,0.0000,7.8542,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,1.0000,1.0000,46.0000,1.0000,0.0000,61.1750,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,26.0000,1.0000,2.0000,20.5750,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,59.0000,0.0000,0.0000,7.2500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,1.0000,1.0000,71.0000,0.0000,0.0000,34.6542,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,1.0000,1.0000,23.0000,0.0000,1.0000,63.3583,0.0000,0.0000,1.0000,0.0000,0.0000
1.0000,2.0000,0.0000,34.0000,0.0000,1.0000,23.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,2.0000,1.0000,34.0000,1.0000,0.0000,26.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,28.0000,0.0000,0.0000,7.8958,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,nan,0.0000,0.0000,7.8958,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,1.0000,1.0000,21.0000,0.0000,1.0000,77.2875,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,33.0000,0.0000,0.0000,8.6542,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,37.0000,2.0000,0.0000,7.9250,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,28.0000,0.0000,0.0000,7.8958,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,21.0000,0.0000,0.0000,7.6500,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,1.0000,nan,0.0000,0.0000,7.7750,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,1.0000,38.0000,0.0000,0.0000,7.8958,1.0000,0.0000,0.0000,1.0000,0.0000
1.0000,3.0000,0.0000,nan,1.0000,0.0000,24.1500,2.0000,0.0000,0.0000,0.0000,1.0000
0.0000,1.0000,1.0000,47.0000,0.0000,0.0000,52.0000,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,14.5000,1.0000,0.0000,14.4542,0.0000,1.0000,1.0000,0.0000,0.0000
0.0000,3.0000,1.0000,22.0000,0.0000,0.0000,8.0500,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,20.0000,1.0000,0.0000,9.8250,1.0000,0.0000,0.0000,1.0000,0.0000
0.0000,3.0000,0.0000,17.0000,0.0000,0.0000,14.4583,0.0000,1.0000,1.0000,0.0000,0.0000
